transaction_id,account_id,customer_email,transaction_date,amount,currency,country,status,remarks
,AC000001,user1@bank.com,1/1/2024,1000,USD,US,SUCCESS,OK
TXN2,AC000002,user2@bank.com,1/1/2024,1001,USD,US,SUCCESS,
TXN3,AC000003,bademail.com,1/1/2024,1002,USD,US,SUCCESS,OK
TXN4,AC000004,user4@bank.com,2024/31/12,1003,USD,US,SUCCESS,OK
TXN5,AC000005,user5@bank.com,1/1/2024,"12,000$",USD,US,SUCCESS,OK
TXN6,AC000006,user6@bank.com,31-12-2024,1005,USD,US,SUCCESS,OK
TXN7,AC000007,user7@bank.com,1/1/2024,1006,USD,US,SUCCESS,OK
TXN8,AC000008,user8@bank.com,1/1/2024,1007,USD,US,SUCCESS,OK
TXN9,AC000009,user9@bank.com,1/1/2024,1008,USD,US,SUCCESS,OK
TXN10,AC000010,user10@bank.com,1/1/2024,1009,USD,US,SUCCESS,OK
TXN11,AC000011,user11@bank.com,1/1/2024,1010,USD,US,SUCCESS,OK
TXN12,AC000012,user12@bank.com,1/1/2024,1011,USD,US,SUCCESS,OK
TXN13,AC000013,user13@bank.com,1/1/2024,1012,USD,US,SUCCESS,OK
TXN14,AC000014,user14@bank.com,1/1/2024,1013,USD,US,SUCCESS,OK
TXN15,AC000015,user15@bank.com,1/1/2024,1014,USD,US,SUCCESS,OK
TXN16,AC000016,user16@bank.com,1/1/2024,1015,USD,US,SUCCESS,OK
TXN17,AC000017,user17@bank.com,1/1/2024,1016,USD,US,SUCCESS,OK
TXN18,AC000018,user18@bank.com,1/1/2024,1017,USD,US,SUCCESS,OK
TXN19,AC000019,user19@bank.com,1/1/2024,1018,USD,US,SUCCESS,OK
TXN20,AC000020,user20@bank.com,1/1/2024,1019,USD,US,SUCCESS,OK
TXN21,AC000021,user21@bank.com,1/1/2024,1020,USD,US,SUCCESS,OK
TXN22,AC000022,user22@bank.com,1/1/2024,1021,USD,US,SUCCESS,OK
TXN23,AC000023,user23@bank.com,1/1/2024,1022,USD,US,SUCCESS,OK
TXN24,AC000024,user24@bank.com,1/1/2024,1023,USD,US,SUCCESS,OK
TXN25,AC000025,user25@bank.com,1/1/2024,1024,USD,US,SUCCESS,OK
TXN26,AC000026,user26@bank.com,1/1/2024,1025,USD,US,SUCCESS,OK
TXN27,AC000027,user27@bank.com,1/1/2024,1026,USD,US,SUCCESS,OK
TXN28,AC000028,user28@bank.com,1/1/2024,1027,USD,US,SUCCESS,OK
TXN29,AC000029,user29@bank.com,1/1/2024,1028,USD,US,SUCCESS,OK
TXN30,AC000030,user30@bank.com,1/1/2024,1029,USD,US,SUCCESS,OK
TXN31,AC000031,user31@bank.com,1/1/2024,1030,USD,US,SUCCESS,OK
TXN32,AC000032,user32@bank.com,1/1/2024,1031,USD,US,SUCCESS,OK
TXN33,AC000033,user33@bank.com,1/1/2024,1032,USD,US,SUCCESS,OK
TXN34,AC000034,user34@bank.com,1/1/2024,1033,USD,US,SUCCESS,OK
TXN35,AC000035,user35@bank.com,1/1/2024,1034,USD,US,SUCCESS,OK
TXN36,AC000036,user36@bank.com,1/1/2024,1035,USD,US,SUCCESS,OK
TXN37,AC000037,user37@bank.com,1/1/2024,1036,USD,US,SUCCESS,OK
TXN38,AC000038,user38@bank.com,1/1/2024,1037,USD,US,SUCCESS,OK
TXN39,AC000039,user39@bank.com,1/1/2024,1038,USD,US,SUCCESS,OK
TXN40,AC000040,user40@bank.com,1/1/2024,1039,USD,US,SUCCESS,OK
TXN41,AC000041,user41@bank.com,1/1/2024,1040,USD,US,SUCCESS,OK
TXN42,AC000042,user42@bank.com,1/1/2024,1041,USD,US,SUCCESS,OK
TXN43,AC000043,user43@bank.com,1/1/2024,1042,USD,US,SUCCESS,OK
TXN44,AC000044,user44@bank.com,1/1/2024,1043,USD,US,SUCCESS,OK
TXN45,AC000045,user45@bank.com,1/1/2024,1044,USD,US,SUCCESS,OK
TXN46,AC000046,user46@bank.com,1/1/2024,1045,USD,US,SUCCESS,OK
TXN47,AC000047,user47@bank.com,1/1/2024,1046,USD,US,SUCCESS,OK
TXN48,AC000048,user48@bank.com,1/1/2024,1047,USD,US,SUCCESS,OK
TXN49,AC000049,user49@bank.com,1/1/2024,1048,USD,US,SUCCESS,OK
TXN50,AC000050,user50@bank.com,1/1/2024,1049,USD,US,SUCCESS,OK
TXN51,AC000051,user51@bank.com,1/1/2024,1050,USD,US,SUCCESS,OK
TXN52,AC000052,user52@bank.com,1/1/2024,1051,USD,US,SUCCESS,OK
TXN53,AC000053,user53@bank.com,1/1/2024,1052,USD,US,SUCCESS,OK
TXN54,AC000054,user54@bank.com,1/1/2024,1053,USD,US,SUCCESS,OK
TXN55,AC000055,user55@bank.com,1/1/2024,1054,USD,US,SUCCESS,OK
TXN56,AC000056,user56@bank.com,1/1/2024,1055,USD,US,SUCCESS,OK
TXN57,AC000057,user57@bank.com,1/1/2024,1056,USD,US,SUCCESS,OK
TXN58,AC000058,user58@bank.com,1/1/2024,1057,USD,US,SUCCESS,OK
TXN59,AC000059,user59@bank.com,1/1/2024,1058,USD,US,SUCCESS,OK
TXN60,AC000060,user60@bank.com,1/1/2024,1059,USD,US,SUCCESS,OK
TXN61,AC000061,user61@bank.com,1/1/2024,1060,USD,US,SUCCESS,OK
TXN62,AC000062,user62@bank.com,1/1/2024,1061,USD,US,SUCCESS,OK
TXN63,AC000063,user63@bank.com,1/1/2024,1062,USD,US,SUCCESS,OK
TXN64,AC000064,user64@bank.com,1/1/2024,1063,USD,US,SUCCESS,OK
TXN65,AC000065,user65@bank.com,1/1/2024,1064,USD,US,SUCCESS,OK
TXN66,AC000066,user66@bank.com,1/1/2024,1065,USD,US,SUCCESS,OK
TXN67,AC000067,user67@bank.com,1/1/2024,1066,USD,US,SUCCESS,OK
TXN68,AC000068,user68@bank.com,1/1/2024,1067,USD,US,SUCCESS,OK
TXN69,AC000069,user69@bank.com,1/1/2024,1068,USD,US,SUCCESS,OK
TXN70,AC000070,user70@bank.com,1/1/2024,1069,USD,US,SUCCESS,OK
TXN71,AC000071,user71@bank.com,1/1/2024,1070,USD,US,SUCCESS,OK
TXN72,AC000072,user72@bank.com,1/1/2024,1071,USD,US,SUCCESS,OK
TXN73,AC000073,user73@bank.com,1/1/2024,1072,USD,US,SUCCESS,OK
TXN74,AC000074,user74@bank.com,1/1/2024,1073,USD,US,SUCCESS,OK
TXN75,AC000075,user75@bank.com,1/1/2024,1074,USD,US,SUCCESS,OK
TXN76,AC000076,user76@bank.com,1/1/2024,1075,USD,US,SUCCESS,OK
TXN77,AC000077,user77@bank.com,1/1/2024,1076,USD,US,SUCCESS,OK
TXN78,AC000078,user78@bank.com,1/1/2024,1077,USD,US,SUCCESS,OK
TXN79,AC000079,user79@bank.com,1/1/2024,1078,USD,US,SUCCESS,OK
TXN80,AC000080,user80@bank.com,1/1/2024,1079,USD,US,SUCCESS,OK
TXN81,AC000081,user81@bank.com,1/1/2024,1080,USD,US,SUCCESS,OK
TXN82,AC000082,user82@bank.com,1/1/2024,1081,USD,US,SUCCESS,OK
TXN83,AC000083,user83@bank.com,1/1/2024,1082,USD,US,SUCCESS,OK
TXN84,AC000084,user84@bank.com,1/1/2024,1083,USD,US,SUCCESS,OK
TXN85,AC000085,user85@bank.com,1/1/2024,1084,USD,US,SUCCESS,OK
TXN86,AC000086,user86@bank.com,1/1/2024,1085,USD,US,SUCCESS,OK
TXN87,AC000087,user87@bank.com,1/1/2024,1086,USD,US,SUCCESS,OK
TXN88,AC000088,user88@bank.com,1/1/2024,1087,USD,US,SUCCESS,OK
TXN89,AC000089,user89@bank.com,1/1/2024,1088,USD,US,SUCCESS,OK
TXN90,AC000090,user90@bank.com,1/1/2024,1089,USD,US,SUCCESS,OK
TXN91,AC000091,user91@bank.com,1/1/2024,1090,USD,US,SUCCESS,OK
