transaction_id,account_number,customer_name,email,transaction_date,amount,currency,balance,status,remarks
1,58674,Customer 1,user1@mail.com,2025-07-18,912.25,USD,8146.38,active,Processed
2,29575,Customer 2,user2@example.com,2024-03-24,2434.34,INR,1246.21,PENDING ,Processed
3,00086410,Customer 3,user3@test.org,2023-10-08,$1614.73,EUR,9521.02, CLOSED,Processed
4,30179, Customer 4 ,user4@mail.com,16/12/2023,2212.47,USD,3148.66,active,Processed
5,67123,Customer 5,user5mail.com,2026-01-04,964.11,INR,9746.84,ACTIVE,Processed
6,00065934,Customer 6,user6@test.org,2025-05-05,$703.79,INR,6062.95,PENDING , OK 
7,66862,Customer 7,user7@mail.com,2024-02-28,208.44,USD,2626.96,ACTIVE,Processed
8,58295, Customer 8 ,user8@test.org,30/08/2025,3456.09,USD,2812.37,active,Processed
9,00098742,Customer 9,user9@example.com,2023-05-20,$3031.45,EUR,3511.72,ACTIVE,Processed
10,28608,Customer 10,user10test.org,2024-05-10,1469.48,USD,4569.94,active,Processed
11,50451,Customer 11,user11@mail.com,2024-09-25,3051.08,USD,9270.21,ACTIVE,Processed
12,00083130, Customer 12 ,user12@mail.com,03/11/2025,$2700.79,INR,7091.08, CLOSED, OK 
13,92105,Customer 13,user13@example.com,2025-02-01,1799.36,INR,2047.77,active,Processed
14,90017,Customer 14,user14@mail.com,2024-01-08,3976.1,EUR,5964.84, CLOSED,Processed
15,00021528,Customer 15,user15mail.com,2025-09-03,$1848.25,INR,8545.14, CLOSED,Processed
16,48905, Customer 16 ,user16@mail.com,04/01/2024,2863.29,INR,2442.03,ACTIVE,Processed
17,96573,Customer 17,user17@mail.com,2024-06-18,1472.93,USD,9501.92,ACTIVE,Processed
18,00031822,Customer 18,user18@mail.com,2025-02-21,$4264.26,INR,7175.43,ACTIVE, OK 
19,65982,Customer 19,user19@test.org,2023-09-21,2891.51,USD,1220.33,active,Processed
20,99710, Customer 20 ,user20test.org,18/05/2023,3379.16,EUR,3219.55,PENDING ,Processed
21,00083005,Customer 21,user21@test.org,2024-03-13,$1127.97,INR,7131.3,ACTIVE,Processed
22,64815,Customer 22,user22@test.org,2025-08-29,2306.54,INR,5898.21,active,Processed
23,39206,Customer 23,user23@example.com,2023-12-19,4393.01,EUR,4170.03,PENDING ,Processed
24,00016552, Customer 24 ,user24@test.org,02/07/2025,$1918.35,INR,3938.7,active, OK 
25,24328,Customer 25,user25test.org,2025-04-12,3790.97,EUR,4595.99, CLOSED,Processed
26,20840,Customer 26,user26@test.org,2024-03-21,4600.73,INR,2877.21,active,Processed
27,00060864,Customer 27,user27@example.com,2024-10-04,$1308.9,USD,9730.77,PENDING ,Processed
28,96656, Customer 28 ,user28@mail.com,16/01/2024,2688.27,INR,7564.41,active,Processed
29,16832,Customer 29,user29@mail.com,2025-04-12,4752.31,EUR,4972.47,ACTIVE,Processed
30,00073704,Customer 30,user30test.org,2025-11-20,$998.1,USD,4874.71,PENDING , OK 
31,87847,Customer 31,user31@test.org,2024-10-08,3767.0,USD,9387.76,PENDING ,Processed
32,97512, Customer 32 ,user32@example.com,20/07/2023,129.58,USD,7900.3,ACTIVE,Processed
33,00082884,Customer 33,user33@example.com,2025-06-26,$797.17,INR,1737.38,active,Processed
34,64645,Customer 34,user34@example.com,2024-01-09,4798.06,USD,6051.52,active,Processed
35,41657,Customer 35,user35mail.com,2024-04-01,1245.91,EUR,9808.59,ACTIVE,Processed
36,00066619, Customer 36 ,user36@example.com,13/07/2025,$2581.84,USD,9915.77,PENDING , OK 
37,30564,Customer 37,user37@mail.com,2024-09-14,1448.76,INR,7929.58, CLOSED,Processed
38,96766,Customer 38,user38@test.org,2024-03-16,1464.36,INR,3994.91,active,Processed
39,00036161,Customer 39,user39@example.com,2025-02-08,$4156.0,INR,4229.06, CLOSED,Processed
40,70016, Customer 40 ,user40test.org,18/02/2025,3967.13,INR,6169.88,ACTIVE,Processed
41,55322,Customer 41,user41@mail.com,2025-09-11,3429.64,EUR,1164.98,ACTIVE,Processed
42,00095869,Customer 42,user42@test.org,2024-01-25,$3759.92,EUR,7234.67,ACTIVE, OK 
43,71186,Customer 43,user43@example.com,2025-04-04,4278.55,INR,8991.31, CLOSED,Processed
44,36546, Customer 44 ,user44@test.org,17/02/2024,4328.1,USD,7832.32,active,Processed
45,00066403,Customer 45,user45mail.com,2024-07-05,$3719.88,INR,1133.55, CLOSED,Processed
46,41462,Customer 46,user46@example.com,2023-07-08,1195.64,EUR,9696.53,active,Processed
47,11941,Customer 47,user47@example.com,2025-06-24,3236.26,INR,9280.83,ACTIVE,Processed
48,00045326, Customer 48 ,user48@test.org,27/12/2024,$4044.25,EUR,6042.73,PENDING , OK 
49,94627,Customer 49,user49@example.com,2025-11-13,4857.73,EUR,5602.17,active,Processed
50,94171,Customer 50,user50example.com,2023-08-16,170.87,INR,7438.31,active,Processed
51,00061140,Customer 51,user51@test.org,2024-03-24,$4944.67,USD,5357.29,active,Processed
52,24471, Customer 52 ,user52@mail.com,26/04/2024,4312.18,EUR,5689.3,active,Processed
53,33955,Customer 53,user53@test.org,2025-12-31,4094.83,USD,3581.11,PENDING ,Processed
54,00091399,Customer 54,user54@mail.com,2025-12-25,$2129.0,INR,5335.72, CLOSED, OK 
55,38524,Customer 55,user55test.org,2024-12-05,4058.56,EUR,2521.63,ACTIVE,Processed
56,70637, Customer 56 ,user56@example.com,16/11/2025,694.4,INR,2553.94,ACTIVE,Processed
57,00021483,Customer 57,user57@mail.com,2025-11-27,$4475.3,USD,8880.99,ACTIVE,Processed
58,50257,Customer 58,user58@mail.com,2024-05-24,1130.9,USD,5394.53, CLOSED,Processed
59,24035,Customer 59,user59@test.org,2025-12-11,3104.67,EUR,5434.58, CLOSED,Processed
60,00074782, Customer 60 ,user60mail.com,19/02/2024,$848.47,USD,8561.49, CLOSED, OK 
61,46207,Customer 61,user61@mail.com,2025-08-24,2811.62,USD,6476.35,active,Processed
62,55460,Customer 62,user62@mail.com,2025-09-21,4140.61,EUR,9344.49, CLOSED,Processed
63,00011014,Customer 63,user63@mail.com,2024-04-05,$2442.13,INR,5678.84,ACTIVE,Processed
64,71523, Customer 64 ,user64@example.com,20/12/2025,1403.89,USD,3393.93,PENDING ,Processed
65,86467,Customer 65,user65mail.com,2025-02-02,2687.76,USD,1030.99, CLOSED,Processed
66,00036540,Customer 66,user66@mail.com,2024-05-26,$3143.83,INR,4451.03,PENDING , OK 
67,46089,Customer 67,user67@example.com,2025-02-04,570.52,EUR,7703.54,PENDING ,Processed
68,58434, Customer 68 ,user68@example.com,24/08/2023,4161.74,EUR,7468.79,ACTIVE,Processed
69,00018801,Customer 69,user69@test.org,2023-05-25,$2353.87,EUR,8362.76, CLOSED,Processed
70,92627,Customer 70,user70mail.com,2024-04-03,585.21,EUR,9531.02,ACTIVE,Processed
71,27781,Customer 71,user71@mail.com,2025-08-28,1769.94,EUR,1172.85,PENDING ,Processed
72,00070453, Customer 72 ,user72@example.com,06/06/2025,$2702.51,USD,2864.77,ACTIVE, OK 
73,40538,Customer 73,user73@mail.com,2025-10-22,4472.15,INR,1046.86, CLOSED,Processed
74,76140,Customer 74,user74@test.org,2023-11-21,4631.13,EUR,1963.67,ACTIVE,Processed
75,00052862,Customer 75,user75example.com,2023-12-22,$1612.52,EUR,7908.09,PENDING ,Processed
76,14916, Customer 76 ,user76@example.com,31/05/2023,929.18,EUR,7248.76,PENDING ,Processed
77,85005,Customer 77,user77@test.org,2023-06-15,1948.06,EUR,6131.87,PENDING ,Processed
78,00064912,Customer 78,user78@mail.com,2025-02-22,$2764.46,INR,7406.62,ACTIVE, OK 
79,44039,Customer 79,user79@mail.com,2024-08-02,3322.7,EUR,2539.19,ACTIVE,Processed
80,66936, Customer 80 ,user80test.org,10/12/2023,2146.63,EUR,5222.17,ACTIVE,Processed
81,00033619,Customer 81,user81@mail.com,2024-07-20,$4194.97,INR,7117.05,ACTIVE,Processed
82,79476,Customer 82,user82@test.org,2023-07-15,3415.64,USD,6139.08,PENDING ,Processed
83,27426,Customer 83,user83@mail.com,2025-09-08,4504.91,USD,3740.5,PENDING ,Processed
