transaction_id,account_id,customer_email,transaction_date,amount,currency,country,status,remarks
,AC000001,user1@bank.com,1/1/2024,1000,USD,US,SUCCESS,OK
TXN2,AC000002,user2@bank.com,1/1/2024,1001,USD,US,SUCCESS,
TXN3,AC000003,bademail.com,1/1/2024,1002,USD,US,SUCCESS,OK
TXN4,AC000004,user4@bank.com,2024/31/12,1003,USD,US,SUCCESS,OK
TXN5,AC000005,user5@bank.com,1/1/2024,"12,000$",USD,US,SUCCESS,OK
TXN6,AC000006,user6@bank.com,31-12-2024,1005,USD,US,SUCCESS,OK
TXN7,AC000007,user7@bank.com,1/1/2024,1006,USD,US,SUCCESS,OK
TXN8,AC000008,user8@bank.com,1/1/2024,1007,USD,US,SUCCESS,OK
TXN9,AC000009,user9@bank.com,1/1/2024,1008,USD,US,SUCCESS,OK
TXN10,AC000010,user10@bank.com,1/1/2024,1009,USD,US,SUCCESS,OK
TXN11,AC000011,user11@bank.com,1/1/2024,1010,USD,US,SUCCESS,OK
TXN12,AC000012,user12@bank.com,1/1/2024,1011,USD,US,SUCCESS,OK
TXN13,AC000013,user13@bank.com,1/1/2024,1012,USD,US,SUCCESS,OK
TXN14,AC000014,user14@bank.com,1/1/2024,1013,USD,US,SUCCESS,OK
TXN15,AC000015,user15@bank.com,1/1/2024,1014,USD,US,SUCCESS,OK
TXN4,AC000004,user4@bank.com,2024/31/12,1003,USD,US,SUCCESS,OK
TXN5,AC000005,user5@bank.com,1/1/2024,"12,000$",USD,US,SUCCESS,OK
TXN6,AC000006,user6@bank.com,31-12-2024,1005,USD,US,SUCCESS,OK
TXN7,AC000007,user7@bank.com,1/1/2024,1006,USD,US,SUCCESS,OK
TXN8,AC000008,user8@bank.com,1/1/2024,1007,USD,US,SUCCESS,OK
TXN9,AC000009,user9@bank.com,1/1/2024,1008,USD,US,SUCCESS,OK
TXN10,AC000010,user10@bank.com,1/1/2024,1009,USD,US,SUCCESS,OK
TXN11,AC000011,user11@bank.com,1/1/2024,1010,USD,US,SUCCESS,OK
TXN12,AC000012,user12@bank.com,1/1/2024,1011,USD,US,SUCCESS,OK
TXN13,AC000013,user13@bank.com,1/1/2024,1012,USD,US,SUCCESS,OK
TXN14,AC000014,user14@bank.com,1/1/2024,1013,USD,US,SUCCESS,OK
TXN15,AC000015,user15@bank.com,1/1/2024,1014,USD,US,SUCCESS,OK
